Id,SalePrice
1461,118863.58883548158
1462,152911.05965699977
1463,172434.2142582239
1464,186257.501668549
1465,196006.1889979601
1466,176133.2533710455
1467,173993.1587209739
1468,165802.44328848473
1469,192753.654861503
1470,123333.81314985408
1471,187201.86098123624
1472,100558.10110816394
1473,96786.59496037943
1474,143245.8399848091
1475,115345.9619750378
1476,372939.8597476073
1477,246689.60723902058
1478,300042.9273273207
1479,297499.0659891431
1480,530778.0215898147
1481,343166.4616604432
1482,207161.01356638048
1483,173526.31332713662
1484,160746.08231909995
1485,185263.24107795022
1486,194949.8895626231
1487,348128.9085275657
1488,219935.8229392981
1489,199785.2064989326
1490,231483.66858288264
1491,198482.2166760899
1492,96601.49951436679
1493,191362.13670097647
1494,287325.12986801454
1495,286578.95075077633
1496,230325.15778359922
1497,187128.13343810747
1498,169812.9731325435
1499,166424.224232045
1500,160041.6732540178
1501,178438.75026458016
1502,151516.5382909348
1503,230897.29835648087
1504,250413.86140894605
1505,229199.0506123369
1506,189556.2189988064
1507,256802.86001920738
1508,208669.2579882432
1509,154929.13638391506
1510,150526.27538608565
1511,143016.16181624422
1512,174631.45572697534
1513,153124.8539046261
1514,138960.00034618683
1515,183911.0922584875
1516,147683.19365522586
1517,171687.22494251592
1518,139519.94116930268
1519,205600.8843864397
1520,129817.35484146501
1521,126453.00609633143
1522,173918.7369678198
1523,117881.24238118721
1524,115449.63430114737
1525,117727.04810270156
1526,116987.18032810552
1527,114529.736712237
1528,132845.63714404203
1529,147555.77297100952
1530,182900.45520192996
1531,99988.05965804963
1532,87386.36511266786
1533,144568.28919113617
1534,120716.66008847981
1535,133439.99955844224
1536,102954.30604228945
1537,69428.49169250997
1538,126944.67040415453
1539,194958.14829232253
1540,99209.3150382188
1541,125101.56516867914
1542,147458.62960670964
1543,178071.22028872318
1544,88325.13511084375
1545,111541.60889894847
1546,141822.51064640586
1547,121403.08787486535
1548,128671.94754312989
1549,113631.11852190379
1550,138276.0135178341
1551,100917.97449976631
1552,143108.47234697297
1553,131272.8314427662
1554,119473.95229726337
1555,162997.8341303221
1556,88797.21195670363
1557,97208.56634215298
1558,104854.0610460123
1559,61814.47448826262
1560,137068.20172358197
1561,132868.05299559387
1562,133226.9093547574
1563,125064.54132022017
1564,148330.87661574583
1565,148829.87916895677
1566,234011.50420922582
1567,84837.25969859883
1568,251051.36238095775
1569,137907.75049975267
1570,133888.67703116205
1571,117806.36488489219
1572,138708.06886503354
1573,220846.01161008375
1574,146032.3645274268
1575,229999.89809370006
1576,214765.10549598004
1577,177636.20338982507
1578,141940.1290192086
1579,139176.1742153596
1580,193435.57013190055
1581,147783.4774122173
1582,123871.31949078469
1583,287649.5928631597
1584,226317.27315697435
1585,137508.57019973922
1586,71373.69840620608
1587,99225.46363129898
1588,152757.0445954003
1589,95920.4620600517
1590,136522.07914002353
1591,96042.50627606461
1592,115306.90682421016
1593,129996.85058505843
1594,120893.5254187231
1595,117442.44048793883
1596,231673.96253895992
1597,199164.76290579967
1598,227874.66817389356
1599,160958.7404038711
1600,160724.32897227284
1601,74039.91696663467
1602,116129.09294490215
1603,61604.122876394205
1604,280076.7135174174
1605,238467.51326879332
1606,166724.27931303324
1607,165620.41009731372
1608,215870.3073294793
1609,181838.8430243761
1610,153849.9102002409
1611,142903.8561297729
1612,177921.26053666527
1613,170377.86859015175
1614,116628.84771526536
1615,81405.7860268686
1616,81404.09221785924
1617,88633.51433539388
1618,119915.78012446554
1619,136515.36693836653
1620,202431.00564488658
1621,130722.5655180134
1622,141431.88406785784
1623,263069.5945417463
1624,213159.01926023682
1625,113642.50387449883
