Id,SalePrice
1461,119208.13535355536
1462,158290.53958373648
1463,181786.43791708394
1464,197619.3429701369
1465,197905.8749153674
1466,170305.3675320036
1467,181530.18833467748
1468,162558.29320245085
1469,200102.31965469813
1470,116774.39549864698
1471,189923.78214835015
1472,98999.74663286813
1473,97364.31401239858
1474,144860.47240357418
1475,114606.67442248411
1476,348394.1510672953
1477,253500.97970997347
1478,280114.4780907083
1479,271721.48662383726
1480,476672.303667508
1481,331774.5362507105
1482,215059.22462703823
1483,175508.41979362004
1484,163243.67933115378
1485,178135.99661916483
1486,193570.33300361937
1487,316529.24812961585
1488,235166.32466148972
1489,193894.42315160917
1490,229131.5077442997
1491,190682.42717267098
1492,90389.72923829309
1493,190449.4866558016
1494,283750.3573255988
1495,285361.3736454739
1496,226927.58770612313
1497,186637.83993453594
1498,164478.19946056366
1499,157630.81992405065
1500,152675.88820676442
1501,176862.9643278643
1502,153310.05324069012
1503,274936.30018274795
1504,240567.4701016022
1505,224337.94067103014
1506,194014.4915885422
1507,255819.94713137977
1508,198891.69002677506
1509,156904.31012473867
1510,142042.58210666725
1511,147821.17132578546
1512,175266.66080743386
1513,141097.27834146138
1514,160657.74081933862
1515,198117.48310704192
1516,150234.99060843774
1517,181075.94290703372
1518,132848.5483649864
1519,215731.79989258674
1520,127828.10833504623
1521,134667.82430535275
1522,177160.03010462353
1523,110211.57928233813
1524,125105.21563418032
1525,118674.21326122434
1526,112410.97343782791
1527,108270.26062970208
1528,142261.05578756263
1529,146409.93907367115
1530,189561.86514044477
1531,103849.29979316167
1532,99763.85849059897
1533,145418.4342066224
1534,129558.22807261563
1535,147209.8679298596
1536,105872.17299452123
1537,66087.55682864902
1538,145592.22590579695
1539,192702.00381360116
1540,93203.84785414074
1541,136245.43511375834
1542,142295.2590126881
1543,185833.7347792653
1544,87536.64996706836
1545,115551.82067418116
1546,130810.9391568352
1547,123375.25606701878
1548,136591.0380296672
1549,121667.60308164515
1550,131445.82881519347
1551,112094.42685221595
1552,129971.22031535237
1553,146315.51740281042
1554,121533.76976564953
1555,161368.25562097138
1556,83729.58396777412
1557,107760.61016624904
1558,101167.34873826553
1559,81075.20698891894
1560,123426.33680401338
1561,127295.42243809626
1562,129245.6439859441
1563,119561.91556087157
1564,164224.4844583359
1565,143066.73209064108
1566,242780.635177671
1567,79569.32934907633
1568,226557.06951623567
1569,127423.97473441226
1570,136877.53181789228
1571,119525.95272884215
1572,146448.34558048012
1573,240246.54269390603
1574,120809.42635922307
1575,230210.16855352596
1576,250052.38072379946
1577,179811.3707777445
1578,144466.01881983335
1579,147360.50643013458
1580,192504.6620322873
1581,154284.14728565945
1582,123660.95167262702
1583,301531.61127293826
1584,220141.98945377223
1585,138229.2606321845
1586,65630.74249037064
1587,98513.00146133851
1588,151002.06716481727
1589,99842.26786223295
1590,139296.81365702132
1591,96314.2165328752
1592,120092.77425385268
1593,121744.00234118143
1594,133718.2812528199
1595,110644.0896255544
1596,231241.60005870817
1597,193585.04873926632
1598,223466.1187056238
1599,174167.34365442296
1600,160764.85398234875
1601,62238.49016544094
1602,112710.74942405787
1603,73848.43197882174
