Id,SalePrice
1461,114773.56720831401
1462,142122.47859316098
1463,170836.2193703967
1464,185111.57157208622
1465,196574.7421334371
1466,174373.4961922258
1467,163121.83493420752
1468,172674.60975950406
1469,182856.34020804183
1470,119588.5274821004
1471,187525.4610094544
1472,97482.33779438306
1473,96506.97774614893
1474,148447.66793574332
1475,116060.67959842476
1476,353406.212736518
1477,249855.98061446508
1478,289761.64663827413
1479,298621.59914266074
1480,457697.6006824475
1481,318065.7676381232
1482,222522.47000954216
1483,176225.2981582038
1484,172008.7520591522
1485,195005.66188547338
1486,200554.5540897712
1487,302240.1638132747
1488,241089.33003273056
1489,192272.95186149076
1490,220932.11775623818
1491,203782.99842952535
1492,102251.02165295108
1493,176538.06848291188
1494,299061.32117067196
1495,291051.6012457608
1496,222369.41427948134
1497,177945.60879663177
1498,166465.54310947182
1499,161945.78006078023
1500,154691.32320607643
1501,172056.60000828997
1502,161646.67849150763
1503,258688.78992117025
1504,239887.56025161388
1505,224066.1751869887
1506,183992.27339819446
1507,247372.9559142039
1508,207203.50004362315
1509,150415.87067528378
1510,143768.50787518584
1511,145806.23697478444
1512,162289.9871738333
1513,143993.894166091
1514,154779.48166694285
1515,180632.44907608078
1516,156399.36797165198
1517,166862.58012533313
1518,151441.82434719993
1519,205539.14836260182
1520,128874.9950914824
1521,129409.07230895279
1522,162657.824482156
1523,113258.64150104033
1524,104805.41998418153
1525,116878.34203198816
1526,122500.98337023577
1527,113911.62381591604
1528,126269.723834211
1529,139122.69764931736
1530,169468.53363789487
1531,114285.76824742882
1532,97619.93539282412
1533,140680.70724184907
1534,117653.45355402696
1535,141104.47179953844
1536,106875.38159624134
1537,84327.99998499762
1538,139676.77637015778
1539,153047.33265251186
1540,118928.44800541585
1541,125279.30587356232
1542,136485.5200090786
1543,178326.4596332801
1544,100007.24823929019
1545,110631.91385027883
1546,134175.25780102774
1547,127281.30819960732
1548,118010.87757157213
1549,107589.0819831399
1550,134651.5960588367
1551,107944.80133062397
1552,131457.75445471512
1553,124085.32646075008
1554,117977.04457720532
1555,173224.9124230002
1556,115543.68585360161
1557,99603.37750804957
1558,109077.08262099192
1559,96083.15825594819
1560,147326.95370868672
1561,131223.9111428009
1562,131896.65227785087
1563,114362.62205492446
1564,158058.82018824972
1565,148573.1145885508
1566,212928.65531268477
1567,95175.9826776899
1568,239713.2896443526
1569,142307.02006252375
1570,137872.5844142383
1571,116865.28223627558
1572,132064.25624501373
1573,207528.50555353865
1574,133528.21788539801
1575,203537.96396891246
1576,223002.33680981433
1577,181962.06367487033
1578,136902.72975926814
1579,143961.74294175976
1580,197596.6663177601
1581,150561.13243404476
1582,124869.16730851638
1583,295191.2239597021
1584,225016.67177859083
1585,144901.7082887291
1586,85619.79919495215
1587,96204.42658961518
1588,135224.21542396524
1589,100021.54707899342
1590,137451.43717648592
1591,92724.10569144943
1592,139872.38612261252
1593,123827.12875146749
1594,117318.87572309226
1595,120513.87669816341
1596,224764.5955929253
1597,197080.93261573068
1598,219626.59367937487
1599,164810.7913500567
1600,174500.9421836084
1601,70557.74400172503
1602,105236.79548091792
1603,76441.60006678823
1604,270365.05445496156
1605,247268.38740675067
1606,168289.81464135626
1607,188331.9712406094
1608,223309.8550483334
1609,189516.2606074927
1610,160525.13679933248
1611,150326.56934617527
1612,182678.61254015152
1613,172378.85420142894
1614,111547.56410745313
1615,79748.66976589856
1616,82652.79777959973
1617,93699.00250865794
1618,116657.23188904783
1619,137235.44510132805
1620,213380.625716566
1621,132349.14903219603
1622,138723.9913334611
1623,250125.9302042235
1624,215576.26498601207
1625,112178.5520902063
1626,178669.42143959412
1627,181443.24312895036
1628,256749.08807539628
1629,176303.38330616185
1630,332237.6755402809
1631,235728.1938218647
1632,241107.5531772363
1633,173518.56948553002
1634,189161.43186668455
1635,182788.87693845635
